Name,Association,Class,Rarity,Level,Chibi,Health,Armor,Reload,Luck,Firepower,Torpedo,Evasion,Speed,AntiAir,Aviation,OilConsumption,Accuracy,AntiSubmarine
Jenkins,Eagle Union,Destroyer,Rare,Level 100,/w/images/c/c3/JenkinsChibi.png,1733,Light,175,81,74,248,156,43,150,0,8,188,186
Dorsetshire,Royal Navy,Heavy Cruiser,Elite,Level 120,/w/images/7/7f/DorsetshireChibi.png,4755,Medium,165,33,182,245,68,25,249,0,10,116,0
Pamiat Merkuria,North Union,Light Cruiser,Elite,Level 120,/w/images/e/e5/Pamiat_MerkuriaChibi.png,3061,Medium,139,88,83,142,88,23,146,0,10,137,56
Dorsetshire,Royal Navy,Heavy Cruiser,Elite,Level 100,/w/images/7/7f/DorsetshireChibi.png,4246,Medium,144,33,159,213,24,25,217,0,10,99,0
Jenkins,Eagle Union,Destroyer,Rare,Base Stats,/w/images/c/c3/JenkinsChibi.png,335,Light,74,81,16,53,60,43,32,0,2,72,51
Dorsetshire,Royal Navy,Heavy Cruiser,Elite,Base Stats,/w/images/7/7f/DorsetshireChibi.png,821,Medium,61,33,34,45,9,25,47,0,3,38,0
Chaser,Royal Navy,Light Aircraft Carrier,Elite,Base Stats,/w/images/9/9a/ChaserChibi.png,778,Medium,68,82,0,0,15,18,48,56,3,28,35
York,Royal Navy,Heavy Cruiser,Elite,Level 120 Retrofit,/w/images/a/a6/YorkChibi.png,3916,Medium,191,15,286,193,92,25,258,0,11,130,0
Nicholas,Eagle Union,Destroyer,Elite,Level 120 Retrofit,/w/images/6/64/NicholasChibi.png,2280,Light,207,80,132,356,160,42,233,0,9,197,222
York,Royal Navy,Heavy Cruiser,Elite,Level 120,/w/images/a/a6/YorkChibi.png,3676,Medium,176,15,226,193,72,25,243,0,11,130,0
Trento,Sardegna Empire,Heavy Cruiser,Rare,Level 100,/w/images/a/ad/TrentoChibi.png,3164,Light,139,42,202,160,26,28,162,0,10,101,0
York,Royal Navy,Heavy Cruiser,Elite,Level 100 Retrofit,/w/images/a/a6/YorkChibi.png,3493,Medium,168,15,256,168,43,25,226,0,11,112,0
Nicholas,Eagle Union,Destroyer,Elite,Level 120,/w/images/6/64/NicholasChibi.png,2115,Light,207,80,87,291,160,42,178,0,9,197,212
York,Royal Navy,Heavy Cruiser,Elite,Level 100,/w/images/a/a6/YorkChibi.png,3253,Medium,153,15,196,168,23,25,211,0,11,112,0
Independence,Eagle Union,Light Aircraft Carrier,Elite,Level 120,/w/images/6/69/IndependenceChibi.png,4796,Medium,182,78,0,0,83,31,268,310,11,89,109
York,Royal Navy,Heavy Cruiser,Elite,Base Stats,/w/images/a/a6/YorkChibi.png,629,Medium,65,15,42,36,9,25,45,0,3,43,0
Nicholas,Eagle Union,Destroyer,Elite,Level 100 Retrofit,/w/images/6/64/NicholasChibi.png,1927,Light,180,80,121,320,154,42,209,0,9,188,202
Exeter,Royal Navy,Heavy Cruiser,Elite,Level 120 Retrofit,/w/images/1/14/ExeterChibi.png,3945,Medium,191,49,266,193,72,25,258,0,11,150,0
Kirov,North Union,Light Cruiser,Unreleased,Base Stats,,,,,,,,,,,,,,
Exeter,Royal Navy,Heavy Cruiser,Elite,Level 120,/w/images/1/14/ExeterChibi.png,3705,Medium,176,49,226,193,72,25,243,0,11,125,0
Nicholas,Eagle Union,Destroyer,Elite,Level 100,/w/images/6/64/NicholasChibi.png,1762,Light,180,80,76,255,154,42,154,0,9,188,192
Exeter,Royal Navy,Heavy Cruiser,Elite,Level 100 Retrofit,/w/images/1/14/ExeterChibi.png,3519,Medium,168,49,236,168,23,25,226,0,11,137,0
Independence,Eagle Union,Light Aircraft Carrier,Elite,Level 100,/w/images/6/69/IndependenceChibi.png,4135,Medium,158,78,0,0,54,31,234,273,11,75,95
Exeter,Royal Navy,Heavy Cruiser,Elite,Level 100,/w/images/1/14/ExeterChibi.png,3279,Medium,153,49,196,168,23,25,211,0,11,112,0
Nicholas,Eagle Union,Destroyer,Elite,Base Stats,/w/images/6/64/NicholasChibi.png,341,Light,76,80,16,54,59,42,33,0,2,72,52
Exeter,Royal Navy,Heavy Cruiser,Elite,Base Stats,/w/images/1/14/ExeterChibi.png,634,Medium,65,49,42,36,9,25,45,0,3,43,0
Trento,Sardegna Empire,Heavy Cruiser,Rare,Base Stats,/w/images/a/ad/TrentoChibi.png,612,Light,59,42,43,34,10,28,35,0,3,39,0
Renown,Royal Navy,Battlecruiser,Elite,Level 120,/w/images/c/c1/RenownChibi.png,6207,Medium,156,85,376,0,37,32,276,0,13,72,0
Richmond,Eagle Union,Light Cruiser,Normal,Level 120,/w/images/a/a4/RichmondChibi.png,3237,Light,182,69,142,207,101,35,281,0,8,151,92
Renown,Royal Navy,Battlecruiser,Elite,Level 100,/w/images/c/c1/RenownChibi.png,5283,Medium,136,85,335,0,22,32,241,0,13,60,0
Independence,Eagle Union,Light Aircraft Carrier,Elite,Base Stats,/w/images/6/69/IndependenceChibi.png,800,Medium,67,78,0,0,21,31,50,58,3,29,26
Renown,Royal Navy,Battlecruiser,Elite,Base Stats,/w/images/c/c1/RenownChibi.png,1022,Medium,57,85,71,0,9,32,52,0,4,23,0
Richmond,Eagle Union,Light Cruiser,Normal,Level 100,/w/images/a/a4/RichmondChibi.png,2865,Light,158,69,123,180,79,35,246,0,8,135,81
Repulse,Royal Navy,Battlecruiser,Rare,Level 120,/w/images/e/e2/RepulseChibi.png,6032,Medium,152,28,354,0,35,31,268,0,12,68,0
Pamiat Merkuria,North Union,Light Cruiser,Elite,Level 100,/w/images/e/e5/Pamiat_MerkuriaChibi.png,2745,Medium,121,88,72,124,70,23,127,0,10,122,49
Repulse,Royal Navy,Battlecruiser,Rare,Level 100,/w/images/e/e2/RepulseChibi.png,5133,Medium,133,28,315,0,21,31,234,0,12,56,0
Richmond,Eagle Union,Light Cruiser,Normal,Base Stats,/w/images/a/a4/RichmondChibi.png,554,Light,67,69,26,38,30,35,53,0,2,52,22
Repulse,Royal Navy,Battlecruiser,Rare,Base Stats,/w/images/e/e2/RepulseChibi.png,993,Medium,56,28,67,0,8,31,50,0,4,22,0
Shangri-La,Eagle Union,Aircraft Carrier,Super Rare,Level 120,/w/images/4/48/Shangri-LaChibi.png,6647,Medium,131,83,0,0,54,33,331,430,13,91,0
Hood,Royal Navy,Battlecruiser,Super Rare,Level 120,/w/images/5/5f/HoodChibi.png,8445,Medium,159,38,343,0,37,31,323,0,14,68,0
Honolulu,Eagle Union,Light Cruiser,Rare,Level 120,/w/images/d/dc/HonoluluChibi.png,3470,Light,181,50,164,0,90,32,307,0,9,158,99
Hood,Royal Navy,Battlecruiser,Super Rare,Level 100,/w/images/5/5f/HoodChibi.png,7677,Medium,138,38,312,0,22,31,285,0,14,56,0
Carabiniere,Sardegna Empire,Destroyer,Elite,Level 120,/w/images/8/80/CarabiniereChibi.png,1788,Light,201,65,126,267,214,45,160,0,9,189,204
Hood,Royal Navy,Battlecruiser,Super Rare,Base Stats,/w/images/5/5f/HoodChibi.png,1485,Medium,58,38,66,0,9,31,61,0,5,22,0
Honolulu,Eagle Union,Light Cruiser,Rare,Level 100,/w/images/d/dc/HonoluluChibi.png,3076,Light,157,50,142,0,73,32,270,0,9,141,87
Queen Elizabeth,Royal Navy,Battleship,Elite,Level 120,/w/images/0/03/Queen_ElizabethChibi.png,7512,Heavy,145,25,403,0,33,24,212,0,14,68,0
Shangri-La,Eagle Union,Aircraft Carrier,Super Rare,Level 100,/w/images/4/48/Shangri-LaChibi.png,5730,Medium,114,83,0,0,34,33,293,388,13,81,0
Queen Elizabeth,Royal Navy,Battleship,Elite,Level 100,/w/images/0/03/Queen_ElizabethChibi.png,6464,Heavy,126,25,368,0,15,24,185,0,14,56,0
Honolulu,Eagle Union,Light Cruiser,Rare,Base Stats,/w/images/d/dc/HonoluluChibi.png,595,Light,66,50,30,0,28,32,58,0,2,54,24
Queen Elizabeth,Royal Navy,Battleship,Elite,Base Stats,/w/images/0/03/Queen_ElizabethChibi.png,1250,Heavy,53,25,78,0,6,24,40,0,5,22,0
Casablanca,Eagle Union,Light Aircraft Carrier,Rare,Base Stats,/w/images/0/0d/CasablancaChibi.png,759,Medium,71,65,0,0,16,19,48,53,3,24,28
Warspite,Royal Navy,Battleship,Super Rare,Level 120 Retrofit,/w/images/8/87/WarspiteChibi.png,8023,Heavy,179,90,446,0,33,24,290,0,15,100,97
St. Louis,Eagle Union,Light Cruiser,Elite,Level 120,/w/images/7/71/St._LouisChibi.png,3604,Light,185,65,171,0,90,32,316,0,10,166,101
Warspite,Royal Navy,Battleship,Super Rare,Level 120,/w/images/8/87/WarspiteChibi.png,7783,Heavy,159,90,426,0,33,24,220,0,15,75,0
Shangri-La,Eagle Union,Aircraft Carrier,Super Rare,Base Stats,/w/images/4/48/Shangri-LaChibi.png,1108,Medium,48,83,0,0,13,33,63,82,4,31,0
Warspite,Royal Navy,Battleship,Super Rare,Level 100 Retrofit,/w/images/8/87/WarspiteChibi.png,6950,Heavy,158,90,416,0,15,24,261,0,15,88,85
St. Louis,Eagle Union,Light Cruiser,Elite,Level 100,/w/images/7/71/St._LouisChibi.png,3204,Light,161,65,149,0,73,32,279,0,10,148,88
Warspite,Royal Navy,Battleship,Super Rare,Level 100,/w/images/8/87/WarspiteChibi.png,6710,Heavy,138,90,396,0,15,24,191,0,15,63,0
Carabiniere,Sardegna Empire,Destroyer,Elite,Level 100,/w/images/8/80/CarabiniereChibi.png,1502,Light,175,65,109,233,206,45,139,0,9,180,184
Warspite,Royal Navy,Battleship,Super Rare,Base Stats,/w/images/8/87/WarspiteChibi.png,1298,Heavy,58,90,84,0,6,24,41,0,5,24,0
St. Louis,Eagle Union,Light Cruiser,Elite,Base Stats,/w/images/7/71/St._LouisChibi.png,620,Light,68,65,32,0,28,32,60,0,3,57,24
Nelson,Royal Navy,Battleship,Elite,Level 120,/w/images/b/bc/NelsonChibi.png,7654,Heavy,149,66,407,0,33,23,219,0,14,70,0
Z2,Ironblood,Destroyer,Elite,Level 120,/w/images/2/20/Z2Chibi.png,2053,Light,206,44,84,433,148,43,154,0,9,175,197
Nelson,Royal Navy,Battleship,Elite,Level 100,/w/images/b/bc/NelsonChibi.png,6598,Heavy,130,66,372,0,15,23,190,0,14,57,0
Jupiter,Royal Navy,Destroyer,Rare,Level 120,/w/images/9/92/JupiterChibi.png,1536,Light,201,52,76,364,210,43,156,0,8,194,210
Nelson,Royal Navy,Battleship,Elite,Base Stats,/w/images/b/bc/NelsonChibi.png,1276,Heavy,55,66,79,0,6,23,41,0,5,22,0
Pamiat Merkuria,North Union,Light Cruiser,Elite,Base Stats,/w/images/e/e5/Pamiat_MerkuriaChibi.png,531,Medium,51,88,15,26,27,23,27,0,3,47,13
Rodney,Royal Navy,Battleship,Elite,Level 120,/w/images/c/ca/RodneyChibi.png,7630,Heavy,149,81,407,0,31,23,219,0,14,70,0
Jupiter,Royal Navy,Destroyer,Rare,Level 100,/w/images/9/92/JupiterChibi.png,1280,Light,175,52,66,324,204,43,135,0,8,185,190
Rodney,Royal Navy,Battleship,Elite,Level 100,/w/images/c/ca/RodneyChibi.png,6577,Heavy,130,81,372,0,13,23,190,0,14,57,0
Z2,Ironblood,Destroyer,Elite,Level 100,/w/images/2/20/Z2Chibi.png,1725,Light,179,44,73,391,143,43,134,0,9,167,177
Rodney,Royal Navy,Battleship,Elite,Base Stats,/w/images/c/ca/RodneyChibi.png,1272,Heavy,55,81,79,0,5,23,41,0,5,22,0
Jupiter,Royal Navy,Destroyer,Rare,Base Stats,/w/images/9/92/JupiterChibi.png,248,Light,74,52,14,69,78,43,29,0,2,71,52
King George V,Royal Navy,Battleship,Super Rare,Level 120,/w/images/5/5f/King_George_VChibi.png,7970,Heavy,156,77,423,0,35,28,264,0,15,70,0
Carabiniere,Sardegna Empire,Destroyer,Elite,Base Stats,/w/images/8/80/CarabiniereChibi.png,291,Light,74,65,23,49,79,45,30,0,2,69,50
King George V,Royal Navy,Battleship,Super Rare,Level 100,/w/images/5/5f/King_George_VChibi.png,6897,Heavy,136,77,387,0,18,28,230,0,15,57,0
Jersey,Royal Navy,Destroyer,Rare,Level 120,/w/images/3/37/JerseyChibi.png,1536,Light,201,20,76,364,210,43,156,0,8,194,210
King George V,Royal Navy,Battleship,Super Rare,Base Stats,/w/images/5/5f/King_George_VChibi.png,1334,Heavy,57,77,82,0,7,28,49,0,5,22,0
Z2,Ironblood,Destroyer,Elite,Base Stats,/w/images/2/20/Z2Chibi.png,334,Light,76,44,16,83,55,43,29,0,2,64,48
Prince of Wales,Royal Navy,Battleship,Super Rare,Level 120,/w/images/d/d4/Prince_of_WalesChibi.png,7967,Heavy,156,19,422,0,35,28,230,0,15,69,0
Jersey,Royal Navy,Destroyer,Rare,Level 100,/w/images/3/37/JerseyChibi.png,1280,Light,175,20,66,324,204,43,135,0,8,185,190
Prince of Wales,Royal Navy,Battleship,Super Rare,Level 100,/w/images/d/d4/Prince_of_WalesChibi.png,6897,Heavy,136,19,387,0,18,28,200,0,15,57,0
Richelieu,Iris Libre,Battleship,Unreleased,Level 100,,,,,,,,,,,,,,
Prince of Wales,Royal Navy,Battleship,Super Rare,Base Stats,/w/images/d/d4/Prince_of_WalesChibi.png,1334,Heavy,57,19,82,0,7,28,43,0,5,22,0
Jersey,Royal Navy,Destroyer,Rare,Base Stats,/w/images/3/37/JerseyChibi.png,248,Light,74,20,14,69,78,43,29,0,2,71,52
Duke of York,Royal Navy,Battleship,Super Rare,Level 120,/w/images/4/45/Duke_of_YorkChibi.png,7967,Heavy,153,73,421,0,35,28,225,0,15,70,0
Bunker Hill,Eagle Union,Aircraft Carrier,Super Rare,Level 120,/w/images/9/9f/Bunker_HillChibi.png,6610,Medium,131,35,0,0,54,33,309,425,13,82,0
Duke of York,Royal Navy,Battleship,Super Rare,Level 100,/w/images/4/45/Duke_of_YorkChibi.png,6897,Heavy,133,73,385,0,18,28,196,0,15,57,0
Sendai,Sakura Empire,Light Cruiser,Rare,Level 120 Retrofit,/w/images/2/22/SendaiChibi.png,2780,Light,190,42,170,391,108,35,276,0,9,151,107
Duke of York,Royal Navy,Battleship,Super Rare,Base Stats,/w/images/4/45/Duke_of_YorkChibi.png,1334,Heavy,56,73,82,0,7,28,42,0,5,22,0
U-110,Ironblood,Submarine,Elite,Level 120,/w/images/0/03/U-110Chibi.png,1463,Light,82,28,48,499,37,14,0,0,6,178,0
Hermes,Royal Navy,Light Aircraft Carrier,Normal,Level 120 Retrofit,/w/images/a/a1/HermesChibi.png,4367,Medium,193,41,0,0,66,25,297,300,9,81,104
Sendai,Sakura Empire,Light Cruiser,Rare,Level 120,/w/images/2/22/SendaiChibi.png,2540,Light,185,42,150,326,108,35,276,0,9,151,107
Hermes,Royal Navy,Light Aircraft Carrier,Normal,Level 120,/w/images/a/a1/HermesChibi.png,4157,Medium,173,41,0,0,66,25,247,280,9,81,104
Bunker Hill,Eagle Union,Aircraft Carrier,Super Rare,Level 100,/w/images/9/9f/Bunker_HillChibi.png,5698,Medium,114,35,0,0,34,33,272,383,13,73,0
Hermes,Royal Navy,Light Aircraft Carrier,Normal,Level 100 Retrofit,/w/images/a/a1/HermesChibi.png,3763,Medium,170,41,0,0,47,25,265,266,9,68,91
Sendai,Sakura Empire,Light Cruiser,Rare,Level 100 Retrofit,/w/images/2/22/SendaiChibi.png,2483,Light,166,42,150,363,75,35,241,0,9,135,94
Hermes,Royal Navy,Light Aircraft Carrier,Normal,Level 100,/w/images/a/a1/HermesChibi.png,3553,Medium,150,41,0,0,47,25,215,246,9,68,91
Chapayev,North Union,Light Cruiser,Super Rare,Level 120,/w/images/4/4b/ChapayevChibi.png,4352,Light,195,68,172,0,94,34,334,0,11,164,148
Hermes,Royal Navy,Light Aircraft Carrier,Normal,Base Stats,/w/images/a/a1/HermesChibi.png,687,Medium,64,41,0,0,18,25,46,52,2,26,25
Sendai,Sakura Empire,Light Cruiser,Rare,Level 100,/w/images/2/22/SendaiChibi.png,2243,Light,161,42,130,298,75,35,241,0,9,135,94
Unicorn,Royal Navy,Light Aircraft Carrier,Elite,Level 120,/w/images/e/e7/UnicornChibi.png,5337,Medium,181,78,0,0,66,24,268,307,11,84,109
Bunker Hill,Eagle Union,Aircraft Carrier,Super Rare,Base Stats,/w/images/9/9f/Bunker_HillChibi.png,1102,Medium,48,35,0,0,13,33,58,81,4,28,0
Unicorn,Royal Navy,Light Aircraft Carrier,Elite,Level 100,/w/images/e/e7/UnicornChibi.png,4601,Medium,157,78,0,0,46,24,234,270,11,70,95
Sendai,Sakura Empire,Light Cruiser,Rare,Base Stats,/w/images/2/22/SendaiChibi.png,434,Light,68,42,28,63,29,35,52,0,2,52,26
Unicorn,Royal Navy,Light Aircraft Carrier,Elite,Base Stats,/w/images/e/e7/UnicornChibi.png,890,Medium,66,78,0,0,18,24,50,57,3,27,26
U-110,Ironblood,Submarine,Elite,Level 100,/w/images/0/03/U-110Chibi.png,1219,Light,71,28,41,454,18,14,0,0,6,159,0
Ark Royal,Royal Navy,Aircraft Carrier,Elite,Level 120,/w/images/c/c4/Ark_RoyalChibi.png,6107,Medium,117,87,0,0,53,31,307,400,12,102,0
Jintsuu,Sakura Empire,Light Cruiser,Elite,Level 120 Retrofit,/w/images/e/eb/JintsuuChibi.png,2855,Light,197,38,176,402,108,35,300,0,10,151,99
Ark Royal,Royal Navy,Aircraft Carrier,Elite,Level 100,/w/images/c/c4/Ark_RoyalChibi.png,5311,Medium,102,87,0,0,33,31,270,358,12,91,0
I-13,Sakura Empire,Submarine Carrier,Super Rare,Level 120,/w/images/8/81/I-13Chibi.png,2657,Light,109,20,50,514,36,13,0,252,7,172,0
Ark Royal,Royal Navy,Aircraft Carrier,Elite,Base Stats,/w/images/c/c4/Ark_RoyalChibi.png,1027,Medium,43,87,0,0,13,31,58,76,4,35,0
Jintsuu,Sakura Empire,Light Cruiser,Elite,Level 120,/w/images/e/eb/JintsuuChibi.png,2615,Light,192,38,156,337,108,35,285,0,10,151,99
Illustrious,Royal Navy,Aircraft Carrier,Super Rare,Level 120,/w/images/0/00/IllustriousChibi.png,6561,Heavy,117,44,0,0,53,30,296,400,13,91,0
Marblehead,Eagle Union,Light Cruiser,Rare,Level 120,/w/images/f/f0/MarbleheadChibi.png,3301,Light,185,55,135,245,101,35,286,0,9,151,82
Illustrious,Royal Navy,Aircraft Carrier,Super Rare,Level 100,/w/images/0/00/IllustriousChibi.png,5806,Heavy,102,44,0,0,33,30,260,358,13,81,0
Jintsuu,Sakura Empire,Light Cruiser,Elite,Level 100 Retrofit,/w/images/e/eb/JintsuuChibi.png,2550,Light,172,38,155,373,75,35,264,0,10,135,87
Illustrious,Royal Navy,Aircraft Carrier,Super Rare,Base Stats,/w/images/0/00/IllustriousChibi.png,1123,Heavy,43,44,0,0,13,30,56,76,4,31,0
I-13,Sakura Empire,Submarine Carrier,Super Rare,Level 100,/w/images/8/81/I-13Chibi.png,2214,Light,94,20,43,467,18,13,0,220,7,153,0
Victorious,Royal Navy,Aircraft Carrier,Super Rare,Level 120,/w/images/d/d8/VictoriousChibi.png,6262,Heavy,104,82,0,0,53,30,289,410,13,90,0
Jintsuu,Sakura Empire,Light Cruiser,Elite,Level 100,/w/images/e/eb/JintsuuChibi.png,2310,Light,167,38,135,308,75,35,249,0,10,135,87
Victorious,Royal Navy,Aircraft Carrier,Super Rare,Level 100,/w/images/d/d8/VictoriousChibi.png,5445,Heavy,90,82,0,0,33,30,253,368,13,80,0
U-110,Ironblood,Submarine,Elite,Base Stats,/w/images/0/03/U-110Chibi.png,236,Light,30,28,9,96,7,14,0,0,2,61,0
Victorious,Royal Navy,Aircraft Carrier,Super Rare,Base Stats,/w/images/d/d8/VictoriousChibi.png,1053,Heavy,38,82,0,0,13,30,54,78,4,31,0
Jintsuu,Sakura Empire,Light Cruiser,Elite,Base Stats,/w/images/e/eb/JintsuuChibi.png,447,Light,70,38,29,65,29,35,53,0,3,52,24
Formidable,Royal Navy,Aircraft Carrier,Super Rare,Level 120,/w/images/6/6a/FormidableChibi.png,6481,Heavy,117,75,0,0,51,30,289,413,13,90,0
I-13,Sakura Empire,Submarine Carrier,Super Rare,Base Stats,/w/images/8/81/I-13Chibi.png,428,Light,40,20,9,99,7,13,0,47,2,59,0
Formidable,Royal Navy,Aircraft Carrier,Super Rare,Level 100,/w/images/6/6a/FormidableChibi.png,5636,Heavy,102,75,0,0,31,30,253,372,13,80,0
Naka,Sakura Empire,Light Cruiser,Rare,Level 120,/w/images/7/74/NakaChibi.png,2540,Light,185,53,151,337,108,35,286,0,9,151,104
Formidable,Royal Navy,Aircraft Carrier,Super Rare,Base Stats,/w/images/6/6a/FormidableChibi.png,1090,Heavy,43,75,0,0,12,30,54,79,4,31,0
Chapayev,North Union,Light Cruiser,Super Rare,Level 100,/w/images/4/4b/ChapayevChibi.png,3921,Light,170,68,149,0,78,34,295,0,11,146,131
Glorious,Royal Navy,Aircraft Carrier,Elite,Level 120,/w/images/e/e1/GloriousChibi.png,6313,Medium,109,32,0,0,51,30,292,360,12,88,0
Naka,Sakura Empire,Light Cruiser,Rare,Level 100,/w/images/7/74/NakaChibi.png,2243,Light,161,53,131,308,75,35,251,0,9,135,91
Glorious,Royal Navy,Aircraft Carrier,Elite,Level 100,/w/images/e/e1/GloriousChibi.png,5490,Medium,95,32,0,0,31,30,257,320,12,79,0
Suzuya,Sakura Empire,Heavy Cruiser,Elite,Level 120,/w/images/2/2d/SuzuyaChibi.png,4176,Medium,179,15,237,212,80,28,209,0,11,129,0
Glorious,Royal Navy,Aircraft Carrier,Elite,Base Stats,/w/images/e/e1/GloriousChibi.png,1062,Medium,40,32,0,0,12,30,55,68,4,30,0
Naka,Sakura Empire,Light Cruiser,Rare,Base Stats,/w/images/7/74/NakaChibi.png,434,Light,68,53,28,65,29,35,54,0,2,52,25
Erebus,Royal Navy,Monitor,Elite,Level 120,/w/images/a/a3/ErebusChibi.png,3642,Light,145,91,282,0,61,12,171,0,10,81,0
Smalley,Eagle Union,Destroyer,Rare,Level 120,/w/images/a/ab/SmalleyChibi.png,2095,Light,203,65,87,283,160,42,189,0,8,197,210
Erebus,Royal Navy,Monitor,Elite,Level 100,/w/images/a/a3/ErebusChibi.png,3035,Light,126,91,247,0,28,12,149,0,10,72,0
Urakaze,Sakura Empire,Destroyer,Rare,Level 120,/w/images/6/64/UrakazeChibi.png,2083,Light,201,27,63,502,191,42,149,0,8,183,165
Erebus,Royal Navy,Monitor,Elite,Base Stats,/w/images/a/a3/ErebusChibi.png,587,Light,53,91,52,0,11,12,32,0,3,28,0
Suzuya,Sakura Empire,Heavy Cruiser,Elite,Level 100,/w/images/2/2d/SuzuyaChibi.png,3712,Medium,156,15,206,184,34,28,181,0,11,115,0
Terror,Royal Navy,Monitor,Elite,Level 120,/w/images/f/fe/TerrorChibi.png,3642,Light,145,19,282,0,61,12,171,0,10,81,0
Urakaze,Sakura Empire,Destroyer,Rare,Level 100,/w/images/6/64/UrakazeChibi.png,1736,Light,175,27,55,456,185,42,129,0,8,174,147
Terror,Royal Navy,Monitor,Elite,Level 100,/w/images/f/fe/TerrorChibi.png,3035,Light,126,19,247,0,28,12,149,0,10,72,0
Vittorio Veneto,Sardegna Empire,Battleship,Unreleased,Base Stats,,,,,,,,,,,,,,
Terror,Royal Navy,Monitor,Elite,Base Stats,/w/images/f/fe/TerrorChibi.png,587,Light,53,19,52,0,11,12,32,0,3,28,0
Urakaze,Sakura Empire,Destroyer,Rare,Base Stats,/w/images/6/64/UrakazeChibi.png,336,Light,74,27,12,97,71,42,28,0,2,67,40
Fubuki,Sakura Empire,Destroyer,Elite,Level 120,/w/images/6/6b/FubukiChibi.png,1798,Light,213,34,62,509,191,45,146,0,9,183,195
Suzuya,Sakura Empire,Heavy Cruiser,Elite,Base Stats,/w/images/2/2d/SuzuyaChibi.png,718,Medium,66,15,44,39,13,28,39,0,3,44,0
Fubuki,Sakura Empire,Destroyer,Elite,Level 100,/w/images/6/6b/FubukiChibi.png,1498,Light,186,34,54,463,185,45,127,0,9,174,175
Isokaze,Sakura Empire,Destroyer,Rare,Level 120,/w/images/1/14/IsokazeChibi.png,2083,Light,201,18,65,502,191,42,149,0,8,183,198
Fubuki,Sakura Empire,Destroyer,Elite,Base Stats,/w/images/6/6b/FubukiChibi.png,290,Light,78,34,12,98,71,45,27,0,2,67,48
Smalley,Eagle Union,Destroyer,Rare,Level 100,/w/images/a/ab/SmalleyChibi.png,1746,Light,176,65,76,248,154,42,164,0,8,188,190
Ayanami,Sakura Empire,Destroyer,Elite,Level 120 Retrofit,/w/images/0/08/AyanamiChibi.png,1963,Light,228,36,75,569,214,48,146,0,9,183,203
Isokaze,Sakura Empire,Destroyer,Rare,Level 100,/w/images/1/14/IsokazeChibi.png,1736,Light,175,18,57,456,185,42,130,0,8,174,178
Ayanami,Sakura Empire,Destroyer,Elite,Level 120,/w/images/0/08/AyanamiChibi.png,1798,Light,213,36,65,509,194,45,146,0,9,183,203
Hiei-chan,Sakura Empire,Battlecruiser,Elite,Level 120,/w/images/2/25/Hiei-chanChibi.png,6454,Medium,160,37,363,168,40,30,247,0,14,68,0
Ayanami,Sakura Empire,Destroyer,Elite,Level 100 Retrofit,/w/images/0/08/AyanamiChibi.png,1663,Light,201,36,67,523,208,48,127,0,9,174,183
Isokaze,Sakura Empire,Destroyer,Rare,Base Stats,/w/images/1/14/IsokazeChibi.png,336,Light,74,18,12,97,71,42,28,0,2,67,49
Ayanami,Sakura Empire,Destroyer,Elite,Level 100,/w/images/0/08/AyanamiChibi.png,1498,Light,186,36,57,463,188,45,127,0,9,174,183
Chapayev,North Union,Light Cruiser,Super Rare,Base Stats,/w/images/4/4b/ChapayevChibi.png,758,Light,72,68,32,0,30,34,63,0,3,56,36
Ayanami,Sakura Empire,Destroyer,Elite,Base Stats,/w/images/0/08/AyanamiChibi.png,290,Light,78,36,12,98,72,45,27,0,2,67,50
Hamakaze,Sakura Empire,Destroyer,Rare,Level 120 Retrofit,/w/images/9/9b/HamakazeChibi.png,2143,Light,201,58,75,572,211,45,150,0,8,184,187
Akatsuki,Sakura Empire,Destroyer,Rare,Level 120,/w/images/3/3c/AkatsukiChibi.png,1747,Light,210,45,60,493,194,45,150,0,8,178,190
Hiei-chan,Sakura Empire,Battlecruiser,Elite,Level 100,/w/images/2/25/Hiei-chanChibi.png,5493,Medium,139,37,323,146,23,30,215,0,14,55,0
Akatsuki,Sakura Empire,Destroyer,Rare,Level 100,/w/images/3/3c/AkatsukiChibi.png,1456,Light,183,45,52,448,188,45,130,0,8,170,171
Hamakaze,Sakura Empire,Destroyer,Rare,Level 120,/w/images/9/9b/HamakazeChibi.png,2083,Light,201,58,65,512,191,42,150,0,8,184,187
Akatsuki,Sakura Empire,Destroyer,Rare,Base Stats,/w/images/3/3c/AkatsukiChibi.png,282,Light,77,45,11,95,72,45,28,0,2,65,47
Smalley,Eagle Union,Destroyer,Rare,Base Stats,/w/images/a/ab/SmalleyChibi.png,338,Light,74,65,16,53,59,42,35,0,2,72,52
Hibiki,Sakura Empire,Destroyer,Elite,Level 120,/w/images/b/b6/HibikiChibi.png,1798,Light,215,88,62,524,194,45,154,0,9,178,195
Hamakaze,Sakura Empire,Destroyer,Rare,Level 100 Retrofit,/w/images/9/9b/HamakazeChibi.png,1796,Light,175,58,66,526,205,45,130,0,8,175,168
Hibiki,Sakura Empire,Destroyer,Elite,Level 100,/w/images/b/b6/HibikiChibi.png,1498,Light,187,88,54,477,188,45,134,0,9,170,175
Hiei-chan,Sakura Empire,Battlecruiser,Elite,Base Stats,/w/images/2/25/Hiei-chanChibi.png,1062,Medium,59,37,68,31,9,30,46,0,5,21,0
